Sending;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas, The;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cambodia;Cameroon;Canada;Cape Verde;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;Colombia;Comoros;Congo, Dem. Rep.;Congo, Rep.;Costa Rica;Côte d'Ivoire;Croatia;Cuba;Cyprus;Czech Republic;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt, Arab Rep.;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Fiji;Finland;France;French Polynesia;Gabon;Gambia, The;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong SAR, China;Hungary;Iceland;India;Indonesia;Iran, Islamic Rep.;Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Korea, Dem. Rep.;Korea, Rep.;Kosovo;Kuwait;Kyrgyz Republic;Lao PDR;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao SAR, China;Macedonia, FYR;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Mauritania;Mauritius;Mayotte;Mexico;Micronesia, Fed. Sts.;Moldova;Monaco;Mongolia;Montenegro;Morocco;Mozambique;Myanmar;Namibia;Nepal;Netherlands;Netherlands Antilles;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Romania;Russian Federation;Rwanda;Samoa;San Marino;São Tomé and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovak Republic;Slovenia;Solomon Islands;Somalia;South Africa;Spain;Sri Lanka;St. Kitts and Nevis;St. Lucia;St. Vincent and the Grenadines;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;United States;Uruguay;Uzbekistan;Vanuatu;Venezuela, RB;Vietnam;Virgin Islands (U.S.);West Bank and Gaza;Yemen, Rep.;Zambia;Zimbabwe;Total
Puerto Rico;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;376.9620056;0;;0;0;0;;;0;0;;376.9620056
Qatar;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;698.0797729;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;2293.862061;0;183.0611725;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;1987.239014;0;;;0;0;0;0;;0;0;1233.485718;;0;0;0;0;965.142395;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;406.6664124;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;7767.536545
Romania;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;21.52825356;0;0;0;0;;0;;;;;0;13.07589054;0;;;;0;0;2.582500219;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;8.989613533;0;;2.151293278;;0;;0;0;0;0;0;0;0;25.15102005;0;0;0;0;0.232404634;0;;0;5.100254536;0;0;0;0;0;;;0;;;0;0;0;10.33008385;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;85.45475769;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;3.594567537;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;15.15142918;0;0;0;;0;0;0;0;0.568768799;;;;0;13.14910412;;0;2.705322504;0;;0;0;0;;;0;0;;209.765264
Russian Federation;0;0;0;;;0;0;0;826.6937866;;0;0;1124.977539;;;0;0;358.3172913;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;155.0589294;0;;0;0;0;;;0;663.3172607;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;116.8841248;0;;;0;;;1599.885498;0;269.5222778;0;0;0;;;276.046051;0;0;0;;0;0;0;0;0;;;0;;0;;670.5733643;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;2158.712158;0;0;;0;0;0;0;0;;;;0;3628.394775;;0;0;0;;0;0;0;;;0;0;;11848.38306
Rwanda;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;53.65646744;0;0;;0;0;0;0;0;;0;0;4.01390028;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;10.10383987;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.955108941;0;;0;0;0;0;0;;;;19.3748951;0;;0;0;0;;0;0;0;;;0;0;;88.10421163
Samoa;0;0;0;;;0;0;0;0;;2.297373295;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0.640073717;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0.153337762;0;0.229348645;;;0;0;0.318276495;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0.33898443;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;3.867103577;0;0;0;;0;0;0;;0;0.008894216;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0.00703211;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0.159438804;0;0;0;;;;0;0;;0.094100371;1.294550657;0;;0.113972627;0;0;;;0;0;;9.522486704
San Marino;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;23.17190933;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;23.17190933
São Tomé and Principe;0;0;0;;;0.000527425;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0.914916098;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0.366590321;;;0;0;0;0;;0;;0;;0;0;0.01798955;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0.008482015;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0.978724837;;;0;0.025560737;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;2.312790983
Saudi Arabia;4.188145638;0;0;;;0;0;0;0;;0;0;0;;;1547.28479;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;5667.317871;0;;;0;25.74646568;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;8381.827148;839.4790649;0;0;0;;0;0;0;0;947.6282959;0;0;;;0;;;0;0;0;627.2358398;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;43.23386002;0;;0;104.5731201;0;;;0;0;0;328.8905334;;0;0;2966.762451;;0;0;0;0;2800.948242;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;1256.553223;0;0;0;407.0713806;0;0;0;0;255.3170166;0;0;115.7005844;;0;0;0;40.13968658;18.73047829;;;;0;0;;56.53512192;67.64559937;0;;0;0;0;;;1142.418213;0;;27645.22713
Senegal;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;6.080662251;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;190.3613434;;;4.078298569;0;0;0;;0;;0;;0;9.367351532;5.544679165;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;5.566126347;0;0;;;0;0;0;0;;0;0;0;6.229130268;0;;;0;;0;;0;;0;0;4.998334408;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;2.339384079;0;0;0;;0;0;0;0;0;;;;0;0;;0;1.415616512;0;;0;0;0;;;0;0;;235.9809265
Serbia;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Seychelles;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Sierra Leone;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0.096415527;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;1.871872783;0;0;0.162748635;;0;;0;;0;6.888626099;0;0;0;0;0;0;0;1.622910023;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;9.212076187;0;9.982018471;;;0;0;0;0;;0;0;0;0.256553948;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;28.67774582;;0;0;0.27258411;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;1.030417204;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0.680501938;0.751970589;0;;0;0;0;;;0;0;;61.50644133
Singapore;0;0;0;;;0;0;0;0;;0;0;0;;;105.3444443;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;3929.166992;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;1.392336607;0;0;1225.191528;401.3219604;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;926.6618652;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;94.73111725;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;12.27097607;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;20.44777107;0;;0;0;0;;;0;0;;6716.528991
Slovak Republic;0.0387403;0.019612821;0.105186053;;;2.77433E-05;0;0.066664122;0.279354274;;1.204059958;11.84199429;0.051209122;;;0.254629552;0;0.073078051;12.10445499;0;0.006922611;;0;0.013591509;0.429613948;0;0.396501482;;1.246800661;0.000212794;0.001091447;0.004947452;0.001781123;;0;;;;;6.17272E-05;6.689743042;0.077392898;;;;0.051156547;0.001172738;0.839384615;;0.042652685;352.1776428;0.570754886;0.002951821;0;0.028480727;0.066028059;0.728530943;0.010075586;;;0.031414647;0.048834983;;0.00049594;0.207593441;23.69070244;;;0;0.076333277;11.31431389;0.003033099;;0.195178345;;0.000490251;;0.005910302;0.003749381;0.000545132;0.000469021;0.001665911;0.005402524;0.001727952;63.07494354;0.003991987;0.961190164;0.038661111;0.122207955;0.01422134;0.081187658;;1.027854681;2.069129705;0.004638772;0.624971986;0.497676879;0.007320786;0.051917117;;;1.206856728;;;0.080553696;0.002392668;0.115647264;0.99679935;0;0.003829658;;;0.075467668;0.232483268;0;2.368531704;;9.15216E-05;0.016875783;0.002893974;0.002076081;0.002585458;;;0.006213493;;0.069104396;;0.204406217;;0.490245551;0;0.0747464;0.00104679;;0.001999857;0.017100815;0.550136983;;;0.060425412;0.020792862;0.000492002;0.850362778;;0.499141157;0.017174957;0.121888623;;0.019669836;0.000187954;0.005513574;0.10800983;0.07053823;9.464426994;0.055824872;;;3.481975317;1.705532193;0.002335991;0.001272596;;0.000393826;0.123633415;0.060409546;0;0.008880512;0.001782298;;0;0.606166422;0;;0.148716301;1.757883906;0.011849109;0.000784695;0;0;0.110015035;2.97581E-05;0.000209125;0.326124936;3.950105429;0.569455445;0.039073173;0.003635509;0.185317263;;0.000927415;0;0.000311236;0.222170338;0.04442063;;;;0.020494061;8.417668343;;1.986227274;4.055098534;0.002417222;;0;0.005355716;5.588553429;;;0.101162769;0.001243843;;544.9524446
Slovenia;0;0.13932173;0;;;0;0;0;0;;0;4.039253712;0;;;0;0;0;1.347894549;0;0;;0;0;102.1672516;0;0;;0.240586162;0;0;0;0;;0;;;;;0;0;0;;;;0;0;46.17598343;;0;1.504694223;0.101520889;0;0;0;0;0;0;;;0;0;;0;0;3.647745132;;;0;0;5.674029827;0;;0;;0;;0;0;0;0;0;0;0;1.053075075;0;0;0;0;0;0;;0;2.886831999;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;13.18160725;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0.256708503;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0.406847417;0;;;0.477202445;0.685964286;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0.195714787;1.245186329;0;0;0;0;;0;0;0;0;0;;;;0;2.463577509;;0.55005002;0;0;;0;0;0;;;0;0;;188.4410469
Solomon Islands;0;0;0;;;0;0;0;0;;2.14265728;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;2.222737312;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0.21335648;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0.308640152;0;0;0;;0;0;0;0.578564823;0;0;0;;;0.336566657;;;0;0;0;0;0;0;;;0;0;0;0;;0;0.160238862;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0.31858331;0;0;0;;0;0;0;;0;0.164538682;0;0;0.85884136;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0.2498326;0.414573103;0;;0.058946613;0;0;;;0;0;;8.028077234
Somalia;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
South Africa;0;0;0;;;0;0;0;0;;9.610916138;0;0;;;0;0;0;0;0;0;;0;0;0;35.79056549;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;509.0323181;0;;;0;0;0;0;;1.843831182;0;0;0;0;;;0;;0;;0;;0;0;0;45.09687424;;0;0;0;;;0.72348541;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;39.81935883;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;641.9173494
Spain;0.132549375;1.355615258;94.50806427;;;0.001852711;0.008139783;200.4423981;22.69184685;;22.51235962;51.77193832;0.790380895;;;33.27623367;0.066633083;1.506104469;1175.794922;0.092524908;0.332297534;;0;430.7108459;2.981055021;0.032925654;580.0906982;;206.3904114;0.141503319;0.042890031;0.07899794;2.540939569;;4.851642609;;;;;0.389260709;990.6525269;750.9777832;;;;13.38234138;1.122691751;3.605465412;;0.244649932;51.6423912;64.32260132;0.109969713;0.511937261;417.2484131;1179.574951;24.84073067;23.269701;;;3.060554028;1.075673938;;0.046512388;33.84482193;2797.205566;;;27.95782661;12.1324749;1048.057373;3.561757803;;2.199121714;;0.028678518;;34.31970215;4.106825829;4.392374516;0.134180054;1.209072113;128.3089142;0;37.05335999;1.112482429;202.5176697;8.441246033;5.386207581;0.51898998;17.02705956;;3.808427811;190.3026276;0.723647714;21.60668945;13.73566914;0.024097903;5.032948971;;;19.176548;;;0.553146601;0.162071317;7.542198181;38.76371002;0.100727759;2.018250942;;;75.52980042;46.9526329;0;0.476142228;;0.015073676;0.583051324;0;21.30984116;0.084591888;;;0.774621964;;89.46350861;;46.78146744;;0.858997345;0;1736.788818;0.338059872;;0.133630604;4.679755211;102.5567017;;;1.459464788;17.574646;0.206019789;933.5361328;;78.87608337;0.145445764;174.7444305;;15.81345081;0.009665934;149.1259003;472.2494507;198.3322296;187.7668915;269.2869568;;;1069.27771;29.89214134;0.76414001;0.007050966;;0.05930391;1.102944016;154.4923859;0;0.164545685;0.734586596;;25.9881897;4.507879257;0.001539233;;3.370093822;0;3.075340748;0;0.315354437;0.02979821;1.196430922;0.003467971;0.005692738;54.76586533;581.8879395;13.21483421;0.183969855;0.184596747;9.49448204;;0.851653159;0.009780948;0.081829093;9.161142349;0.684826314;;;;0.415375024;95.1941452;;726.2735596;72.22361755;28.52029228;;0.595635295;39.56803131;7.930085182;;;0.066907071;0.118937783;;18595.15996
Sri Lanka;0;0;0;;;0;0;0;0;;1.585807443;0;0.000632107;;;0;0;0.000195419;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;1.772945762;0;;;;0;0;0;;0;0;0.133145437;0;0;0;0;0;0;;;0;0;;0;0;4.707209587;;;0;0.000452929;0.709218621;0;;0;;0;;0;0;0;0;0;0;0;0;0;1409.95166;0;0;0;0;;0;0.062249482;0;0.289076686;0;4.45995E-05;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0.139189556;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0.040514793;0;0.271466702;;0;0;0;0;0;0;0;;;0;0.004060369;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0.568894982;0.448047787;0;0.002123305;0;0;;0;0;0;0;0;;;;0;0.00277564;;0.727847397;0.296399772;0;;0;0;0;;;0;0;;1421.713959
St. Kitts and Nevis;0;0;0;;;0;0.090204328;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0.054592993;1.324116707;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0.510836124;0;0;0;0;0;0;0;0;0;0;;0;0;0.29306969;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.03718913;0;0;;;;0;0;;0.492643595;1.868698597;0;;0;0;0;;;0;0;;4.671351165
St. Lucia;0;0;0;;;0;0.098041795;0;0;;0;0;0;;;0;0.892225444;0;0;0;0;;0;0;0;0;0.024544675;;0;0;0;0;0;;0;;;;;0;0.046282161;0;;;;0;0;0;;0;0;0;0;0.028090667;0.08675734;0;0;0;;;0;0;;0;0;0.435891658;;;0;0;0.151226148;0;;0;;0.016840804;;0;0;0;0.333174199;0;0;0;0;0;0.037469458;0;0;0;0;;0;0.0159755;0.166322932;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0.013298294;;0;;0;0;0;0;;0;0;0.055829752;;;0;0;0;0.13459979;;0;0;0;;0.023293408;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0.02832235;0;0.099195406;0;0.000448998;0;0;0;0;0;0;0;;0;0;0.124572493;0;0;;;;0;0;;3.797448397;2.0858109;0;;0;0.008392544;0;;;0;0;;8.704055111
St. Vincent and the Grenadines;0;0;0;;;0;0.03114091;0;0;;0;0;0;;;0;0.389213204;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0.0461329;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0.399156541;;0;0;0;0.48807019;0;0;0;0;0;0;0;0.019475544;0.001289302;0;;0.002554158;0;0.261156261;0;0.009614462;0;0;;;0;;;0;0;0;0.020438172;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0.00808948;0;0;0;0;;0;0;0;;0;0;0;0;0.159200728;0;0;0;0;0;0;0.007862313;0;0;0;;0;0;0.713302732;0;0.004058405;;;;0;0;;1.321053505;1.080375791;0;;0;0;0;;;0.003933711;0;;4.966118308
Sudan;0;0;0.509658813;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;3.073152304;0;;;;0;0;0;;0;0;0;0.121388473;0;0;0;54.05290222;0;;;0;58.53621674;;0;0;1.639813542;;;0;0;1.54743278;0;;0;;0;;0;0;0;0;0;0;0;0;0;12.07385921;0;0;0.083721638;0;;0;0;0;0;1.863886952;0;0.244034231;;;0;;;0;0;0;1.867029548;0;0;;;0;0;0;0;;0;0;0;0.485289484;0;;;0;;0;;0;;0;0;0.970161915;0;;0;0;0;;;0;0;0.196442813;418.177002;;0;0.191017866;0.634059966;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0.783523142;0.384096384;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;1.135918498;0;0;0;;0;0;0;0.868046641;0;;;;0.541451097;0;;0.990768611;0.755205452;0;;0;0;0;;;3.207895756;0;;564.933976
Suriname;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;21.14633751;;0;0;0;0;0;;0;;;;;0;23.91959763;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;34.80615997;;;0;0;0;0;;0;;0;;0;0;0;6.416011333;0.750551939;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;18.00025749;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0.652098954;0;;0;0;0;;;0;0;;105.6910148
Swaziland;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;1.631187439;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;11.50244331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;13.13363075
