Sending;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas, The;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cambodia;Cameroon;Canada;Cape Verde;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;Colombia;Comoros;Congo, Dem. Rep.;Congo, Rep.;Costa Rica;Côte d'Ivoire;Croatia;Cuba;Cyprus;Czech Republic;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt, Arab Rep.;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Fiji;Finland;France;French Polynesia;Gabon;Gambia, The;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong SAR, China;Hungary;Iceland;India;Indonesia;Iran, Islamic Rep.;Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Korea, Dem. Rep.;Korea, Rep.;Kosovo;Kuwait;Kyrgyz Republic;Lao PDR;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao SAR, China;Macedonia, FYR;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Mauritania;Mauritius;Mayotte;Mexico;Micronesia, Fed. Sts.;Moldova;Monaco;Mongolia;Montenegro;Morocco;Mozambique;Myanmar;Namibia;Nepal;Netherlands;Netherlands Antilles;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Romania;Russian Federation;Rwanda;Samoa;San Marino;São Tomé and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovak Republic;Slovenia;Solomon Islands;Somalia;South Africa;Spain;Sri Lanka;St. Kitts and Nevis;St. Lucia;St. Vincent and the Grenadines;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;United States;Uruguay;Uzbekistan;Vanuatu;Venezuela, RB;Vietnam;Virgin Islands (U.S.);West Bank and Gaza;Yemen, Rep.;Zambia;Zimbabwe;Total
France;0.871671677;2.285196781;1399.227173;;;0.007808797;0.018975463;6.858583927;27.38578415;;17.4654007;67.26031494;0.49825263;;;7.748150826;0.039534234;0.431533903;3021.906738;0.012620161;12.33614922;;0.08259093;2.190695524;19.21649361;0.1868397;104.3001099;;20.00608253;1.138364911;0.528535903;51.00406647;33.18644714;;24.23085403;;;;;0.075839005;614.4053345;50.76831436;;;;2.176104784;41.066185;59.52214432;;0.799976766;45.11265182;29.18788147;18.22020721;0.28766638;1.495753407;3.829245806;171.7366943;3.30002594;;;1.860986471;4.320437431;;0.100885391;10.26593971;0;;;1.918003678;1.357009292;656.7503662;1.284476995;;6.893638134;;0.052583486;;9.279486656;7.722603798;5.457268238;0.024663176;71.02301788;2.800575972;1.151445985;56.40021133;0.30638662;229.4131775;13.46967888;26.00488853;1.189134121;6.055392265;;11.32773972;926.760437;0.954439282;77.52966309;5.748922348;0.019340932;3.389532566;;;103.1818695;;;0.405229747;15.36394405;3.465124607;513.2130127;0.06120868;1.716027975;;;4.600738525;320.243103;0.121487051;9.263551712;;0.018362263;1.588474035;0.005749597;73.01413727;0.278047889;;;69.85951996;;13.60060501;;2.02323699;;2.646410227;0;1946.36145;0.179163724;;0.136180639;4.834971428;79.39356995;;;1.717282414;0.820319712;3.988608599;74.24794769;;13.28293705;0.091049336;70.80230713;;1.372596145;0.024541445;1.699527025;19.66122437;42.39928818;267.5961609;1333.62915;;;72.90086365;21.27576637;3.908481359;0.027623057;;0.062638208;2.189330101;289.964325;309.629303;0.916313529;0.482173204;;16.54530525;44.04193497;0.003495852;;4.51341486;2687.942627;153.6098022;0.010517609;0.134902701;0.020858454;2.548323631;0.00420774;0.00337397;22.21719933;525.7724609;40.74294281;0.178056702;0.277668893;86.06087494;;41.19972992;0.378181159;0.085706018;1043.465454;65.54035187;;;;1.150207877;16.81995201;;305.3622437;83.80396271;0.608540773;;3.641029119;0.995679796;431.2868652;;;2.855595589;0.131376103;;19283.45911
French Polynesia;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;285.1850586;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;285.1850586
Gabon;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;11.70900345;0;15.50163269;;0;0;0;0;0;;0;0.520049036;0;0;11.75839329;;0;;;;;0;11.18857098;0;;;;0;1.426223159;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;164.183197;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;20.69027901;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;277.8383179;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;48.15551376;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;16.22651863;0;0;0;0;;;;0;0;;0;0.754344285;0;;0;0;0;;;0;0;;579.9520432
Gambia, The;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;6.646407604;4.530398369;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;4.521098137;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;245.5308533;0;0;0.651553154;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;261.8803105
Georgia;0;0;0;;;0;0;0;24.49442673;;0;0;9.022389412;;;0;0;0.11068742;0;0;0;;0;0;0;0;0;;1.29199183;0;0;0;0;;0;;;;;0;3.370622635;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0.092900708;0;;0;0;0;;;0;0;6.436864853;0;;0.667729557;;0;;0;0;0;0;0;0;0;0;0;1.811877012;0;0.396559805;0;0;;1.222178459;0.671594143;0;0;0;0.018525146;0;;;0;;;0.337790459;0;0.155807868;0;0;0;;;0.256463826;0;0;0;;0;0;0;0;0;;;0;;0;;0.223156705;;0;0;0;0;;0;1.262540221;0;;;0;0;0;0;;0;0;3.369935751;;0;0;0;0;0;0;0;;;0.57308799;50.94126129;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0.796764195;0;0;;0;0;0;0;1.239554763;;;;0;6.288594723;;0.950243771;2.971733093;0;;0;0;0;;;0;0;;118.9752824
Germany;24.89198875;12.28475285;33.04204941;;;0.005004643;0.012443445;4.611387253;30.18954277;;51.37971878;1360.860107;33.88881683;;;30.27208519;0.219084039;11.8545332;791.7492065;0.08638303;1.434623122;;0.174138531;4.312259197;335.9062195;0.145028487;141.7004395;;92.06338501;0.833575487;0.306133628;0.980391324;7.936480522;;0.817536771;;;;;0.050768033;898.704895;29.79526711;;;;4.968458176;2.636837721;665.5098877;;1.046355247;300.3529663;139.0930328;0.329508603;0.084488139;26.08416176;14.09332275;131.7297211;2.32668519;;;14.89425373;24.49673653;;0.104984351;55.1386528;1909.70166;;;7.01046896;21.98900795;0;9.278626442;;242.5388794;;0.070656382;;5.701729298;1.303541422;0.493378103;0.183208361;1.157013774;4.601192474;0;426.1307068;1.807586908;456.6775818;59.72748566;93.197258;34.85577393;16.2376709;;18.49795341;1753.786987;4.115778446;170.1630096;96.71696472;3.659106016;25.71491051;;;199.2143097;;;49.95315933;0.544664621;37.51620102;706.5551147;0.346943527;9.230350494;;;59.58825302;443.9043884;0;89.62631226;;0.038197853;4.475498676;0.139811769;1.495821953;0.16730383;;;2.337717295;;27.0840435;;50.41598129;;63.17373276;0;259.3252869;0.742384613;;0.718713999;23.46220016;362.4742737;;;3.445650816;1.547494769;1.453254223;613.4277344;;41.65917206;0.238246545;162.4810181;;1.416292071;0.007415114;2.607569218;33.7366066;204.1506348;1361.908325;323.3572693;;;183.9408417;149.9956207;1.830825686;0.079316728;;0.014917373;1.64830184;13.27219772;0;0.694962263;5.543156624;;125.8408813;137.2001953;0.003951989;;10.83701611;1265.547607;173.2052002;0.005916313;0.147617683;0.043251559;10.80262566;0.000990421;0.03481859;61.53247833;454.6339722;104.6326065;10.58025455;0.694553733;329.4162903;;36.60988998;0.138441637;0.185007542;130.7080536;606.6633911;;;;5.931257248;230.7281189;;277.5198059;297.2511292;0.328333735;;0.057869416;1.18115592;604.3174438;;;4.395077229;0.258840978;;21031.13797
Ghana;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Gibraltar;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Greece;0.138850614;478.0661926;0.54153657;;;6.97393E-06;0.005678813;0.24468641;15.29471302;;6.9244771;12.23516178;0.20904842;;;15.87041569;0.004306619;0.206987679;18.7320118;0.006218007;0.002601293;;0.001581533;0.012630641;0.544542611;0.002602998;4.357132912;;62.51106262;0.000763381;0.012362002;0.004495498;0.072663262;;0.026701966;;;;;0.001995309;30.82725525;0.632329643;;;;0.089394629;0.052265938;0.748109341;;14.20930195;7.161831856;7.583614349;0.006958668;0.132393762;0.611238539;0.10238605;52.13802719;0.046567649;;;0.307312548;1.508046985;;0.008074439;3.261815548;20.73317719;;;0.07559789;44.94342804;48.20843887;0.127410278;;0;;0.001126043;;0.178596005;0.002867925;0.001497034;0.009875378;0.183659375;0.252257049;0.014160383;0.986037612;0.028144198;33.40298843;1.32718277;4.142424583;0.685079217;1.230929494;;0.944339037;13.46920109;0.12373773;4.386481762;5.337930679;0.146047086;1.056641221;;;2.354626656;;;0.241867229;0.001609685;0.178851679;40.54634476;0.005483883;0.051220428;;;0.854245305;5.799676418;0;1.141814113;;0;0.045242928;0.011126894;0.012472211;0.092887789;;;0.068769105;;1.372027516;;18.3859539;;0.069909245;0;1.495303631;0.005248027;;0.007703997;0.147335306;7.980349541;;;0.482668579;0.052614789;0.025005229;63.40099335;;3.121544838;0.007045027;72.75233459;;0.216179714;0.000442604;0.117636584;0.468728274;30.1624012;79.4633255;0.334530324;;;58.15320587;18.06708908;0.179528415;0.001482165;;0.000621265;0.313979894;0.201217934;0;0.07441543;0.200721517;;1.956304431;0.378893286;0.002528078;;2.961927652;1.429700017;3.955351114;0.007181691;0;0.069044076;1.738695025;2.28706E-05;0.001936701;7.79581213;3.793255568;24.35679245;0.083858706;0.087690562;0.832346797;;0.015600241;0;0.002118898;1.155824184;0.806218505;;;;0.225425735;25.61375046;;24.92313194;9.508255005;0.014231076;;0.013919058;0.028785761;1.200686693;;;0.029208593;0.010380228;;1439.124269
Greenland;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Grenada;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Guam;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;16.22313309;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;9.073532104;0;0;0;;;17.74494934;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;123.1079025;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;37.94499969;0;;0;0;0;;;0;0;;204.0945168
Guatemala;0;0;0;;;0;0;0.24292326;0;;0.199058652;0;0;;;0;0.000870006;0;0;0.823216021;0;;0;0.116580822;0;0;0.582419753;;0;0;0;0;0;;0;;;;;0.001110062;2.681039333;1.515686989;;;;3.226934671;0;0;;0;0;0;0;0;0.226113498;0.241836071;0.111737631;32.77695847;;;0;0.001683452;;0;0;2.226764917;;;0;0;1.915358782;0;;0;;0;;0;0;0;0;0.008854988;20.74015427;0.018110508;0;0;0.08280725;0.050057556;0.01244268;0.001762136;0;;0.128641754;0.58190304;0.012021823;0.400707155;0;0;0;;;7.131148815;;;0;0;0;0.191512808;0;0;;;0;0;0;0;;0;0.008712906;0;0;0;;;0;;23.07569504;;0;;0;0;0;0;;0;0;0.194076374;;;0;6.761744976;0;0;;0;0;0.040364958;;0.693550944;0;0.063862555;0.763213277;0.186723799;0;0.035841424;;;0;0;0;0;;0;0.033163041;0;0;0;0;;0;0;0;;0;7.457685471;0;0;0;0;0;0;0;0.083095729;0.909549713;0.104526244;0;0;0;;0;0;0.000294186;0;0.003802867;;;;0;0;;0.309047848;12.02609348;0.028463418;;0;0.04617152;0.003193301;;;0;0;;129.0792902
Guinea;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;4.462742805;0;0.649802208;;0;0;0;0;0.7613343;;0;0.034182049;0;0;0;;0;;;;;0;0;0;;;;0;0.565891743;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;17.86712646;;;0.536988437;0;3.205845594;0.141873986;;0;;0;;0;0;0.568675339;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;8.424438477;0;79.76422882;;;0;0;0;0;;0;0;0;4.695084095;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0.340490282;10.91353798;;0;0;0;;0;0;0;0;0;0;0.391100764;;;0;0.21792765;0;0;;0;0.888779342;9.211796761;0;0;25.32365036;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.792372942;0;0;0;0;;;;0;0;;0;1.011872053;0;;0;0;0;;;0;0;;170.7697425
Guinea-Bissau;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0.28460595;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;1.097168803;;;0.612244248;0;0;0;;0;;0;;0;0.508542836;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;1.279069662;;;0;0;0;0;;0;0;13.58018494;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;17.36181644
Guyana;0;0;0;;;0;0;0;0;;0;0;0;;;0;0.215351388;0;0;0;0;;0;0;0;0;4.572131634;;0;0;0;0;0;;0;;;;;0;4.454568863;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0.237572148;0;0;0.042556729;0;0;0;0;0;0;0;;0;0;0.145335332;0;0;;;;0;0;;0.700366378;1.609664798;0;;0;0.307697862;0;;;0;0;;12.28524513
Haiti;0;0;0;;;0;0;0.029496556;0;;0;0;0;;;0;0.012782317;0;0;0.026877495;0;;0;0.025660396;0;0;0.199845985;;0;0;0;0;0;;0;;;;;0.000329481;0;0.225531802;;;;0.020766906;0;0;;0;0;0;0;0;25.87502861;0.097792007;0;0.038574692;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0.020796191;0;0.123976968;0;0;0;0;0;0;0;0;;0;0;0.723330855;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0.16733633;;0;;0;0;0;0;;0;0;0;;;0;0.045076229;0;0;;0;0;0;;0;0;0.016039025;0.125008926;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0.000156893;0;0;0;0;0;0;0;;0;0;0.00432224;0;0;;;;0;0;;0;14.53662014;0;;0;0.008696953;0;;;0;0;;42.324047
Honduras;0;0;0.003178318;;;0;0;0.066554792;0;;0.018986827;0.054878119;0;;;0;0.000636209;0;0.343053639;0.259860486;0;;0;0.100578308;0;0;0.4557468;;0;0;0;0;0;;0;;;;;0.000901951;2.07301569;0.901928902;;;;1.894630909;0;0;;0;0;0.052872524;0;0;0.225900814;0.530542493;0.003890972;12.0784874;;;0;0;;0;0.026695866;0.982801378;;;0;0;0.698651016;0;;0.0042558;;0;;10.14906883;0;0;0.000454202;0.019529056;0;0;0;0;0.044583768;0;0.006065974;0;0;;0.070006981;0.328416079;0.023861833;0.299066991;0.109268114;0;0;;;0.22304523;;;0;0;0;0.061270837;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;1.637337327;;0;;0;0;0.004084775;0;;0;0;0.10027118;;;0.002386659;4.67970562;0;0;;0.0286019;0;0;;0.728578806;0;0.029936403;0.509583354;0;0.005355056;0.010192687;;;0;0.007255741;0;0;;0;0;0;0;0;0;;0;0;0;;0.003882599;2.360694885;0;0;0;0.003815524;0;1.17135E-05;0;0.04312386;0.292655736;0.00449629;0;0;0;;0;0;0.000860517;0.002436553;0.001042846;;;;0;0;;0.112230055;7.862453938;0.010859715;;0;0.012986099;0;;;0;0;;50.56752694
Hong Kong SAR, China;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;17021.32617;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;88.21888733;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;17109.54506
Hungary;0.134225473;0.07973446;0.845526993;;;1.49511E-05;0;0.143344998;0.125776738;;3.078311443;32.26702118;0.02497901;;;0.086654454;0.002140393;0.017991105;24.97992706;0.001349315;0.011313454;;0.001026973;0.077611543;0.106387749;0.001724128;0.73372215;;1.859091401;0.000783946;0.000530633;0.030539321;0.026107624;;0.002573381;;;;;0.001254694;31.01353264;0.178334728;;;;0.095963046;0.004772653;1.527069569;;0.13552168;2.829422474;1.658255339;0.004392867;0.004755801;0.028722566;0.158865333;2.273653507;0.032918844;;;0.149375558;0.078895427;;0.000744706;1.964436412;38.36724091;;;0.002479434;0.080183685;101.3654099;0.015821805;;0.759615183;;0.0037107;;0.039953254;0.010009826;0.005064455;0.004910998;0.001225678;0.020230891;0.005275533;0;0.055028461;1.306782603;0.221088767;0.370236874;0.160906985;0.341484159;;0.832597315;5.810116291;0.031401195;0.970617652;1.381832123;0.008284403;0.103241712;;;0.578263342;;;0.051746152;0.010945206;0.145757228;2.637833357;0.017191255;0.020917363;;;0.162443995;2.191260576;0.003116382;0.020363702;;0.000402262;0.03364278;0;0.014484011;0.00339427;;;0.026697576;;0.240064055;;0.129188538;;3.722393513;7.887969971;0.211082757;0.002303934;;0.002010181;0.100753076;3.317456007;;;0.130891815;0.02724321;0.003595199;6.044378757;;2.887681723;0.016740046;0.256698638;;0.050711468;0.000279915;0.029861983;0.303773195;0.275929004;7.23441267;0.308134943;;;236.9282074;0.313518554;0.036512166;0.000954525;;0;0.055017181;0.033893444;0;0;0.009569954;;8.837529182;0.392505527;0;;0.277955592;4.363849163;0.071326196;0.00833213;0.002749829;0.002314172;0.19472152;0.000194736;0.001259862;2.595253229;13.27932644;1.883051038;0.021124247;0.013580792;0.367291957;;0.008172901;0.001338369;0.002860206;0.26635626;0.143652871;;;;0.044299301;4.646754265;;6.528929234;7.775812149;0.01728229;;0;0.027201945;6.682997704;;;0.232856691;0.00122453;;594.2258401
Iceland;0;0;0.078558572;;;0;0;0.024536191;0;;0.531479776;0.738533556;0;;;0;0;0.000797176;3.867780924;0;0;;0;0;0.430136502;0;0.210131377;;0.20520626;0;0;0;0;;0;;;;;0.00070345;2.796499968;0.259127647;;;;0;0;0.331933469;;0;1.129660249;23.49040222;0;0;0;0;0.204273537;0;;;0.124261968;0.07793422;;0;0.783597112;6.76527071;;;0;0;9.513206482;0;;0.014272026;;0;;0;0;0;0;0;0;0;0.62856251;0;2.395756721;0.544019282;0.04455658;0.008984488;0.122848086;;0.051963001;0.52308023;0;0.366428912;0.129183173;0;0.187421799;;;0.365747273;;;0;0;0.130876273;0.561917841;0;0;;;0.411946326;4.671165943;0;0;;0;0;0;0;0;;;0;;0.153337032;;0;;0;0;0.460443556;0;;0;0;0.622532427;;;0.118162148;0;0;1.604897976;;7.572579384;0;0.090593867;;0;0;0;0;9.08235836;7.80789423;0.398786724;;;0.22460933;0.736745179;0;0;;0;0;0;0;0;0;;0.019108851;0;0;;0.181047559;2.576673508;0.824917436;0;0;0;0;0;0;7.677127838;1.287761807;0.073542207;0;0.0096388;6.924992085;;0;0;0;0.102304153;0.019200351;;;;0;0.054581363;;2.940716743;5.72974968;0;;0;0;2.417910814;;;0;0;;122.4349752
India;1.000854015;0;0;;;0;0;0;0;;2.513172388;0;0;;;6619.816895;0;0;0;0;0;;1.48490715;0;0;0;0;;0;0;0;0;0;;0;;;;;0;144.0095673;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0.105976515;0;13.15711212;;;0;0;8.580759048;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;1.860463619;1.546177864;0.091567472;0;;0;0;0;2.585800886;0;0.09336324;3.727050304;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;9.478072166;0.26910454;0;0;;;0.479781896;;0;;0;;0;0;0;0;;0;1634.255249;0;;;0;0;0;8.982136726;;0;0;2189.171631;;0;0;0;0;0;0;0.271402329;;;0;0;0;0;;0;6.181315422;0;0;0;0;;0;0;0;;0;0;400.454895;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0.022184245;;;;0.868133843;0;;8.943966866;5.283958435;0;;0;0;1.504120588;;;0;0.130491436;;11066.87011
Indonesia;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;432.1457214;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;12.52780914;0;0;;0;0;0;;;0;0;;444.6735306
